year,country,soe,arrivals,arrivals_male,arrivals_female
2022,SYC,Sabah,0,0,0
2022,SYC,Sarawak,8,6,2
2022,SYC,Selangor,467,185,282
2022,SYR,Johor,81,32,49
2022,SYR,Kedah,7,6,1
2022,SYR,Kelantan,0,0,0
2022,SYR,Pahang,6,6,0
2022,SYR,Perlis,2,1,1
2022,SYR,Pulau Pinang,7,7,0
2022,SYR,Sabah,0,0,0
2022,SYR,Sarawak,41,25,16
2022,SYR,Selangor,5108,3134,1974
2022,SYR,W.P. Labuan,2,2,0
2022,TCA,Perlis,0,0,0
2022,TCD,Johor,16,16,0
2022,TCD,Kedah,0,0,0
2022,TCD,Perlis,0,0,0
2022,TCD,Selangor,128,95,33
2022,TGO,Johor,9,5,4
2022,TGO,Perak,2,2,0
2022,TGO,Pulau Pinang,0,0,0
2022,TGO,Selangor,33,28,5
2022,THA,Johor,35197,9085,26112
2022,THA,Kedah,444544,302822,141722
2022,THA,Kelantan,180335,91129,89206
2022,THA,Melaka,51,19,32
2022,THA,Negeri Sembilan,11,4,7
2022,THA,Pahang,123,101,22
2022,THA,Perak,44788,20439,24349
2022,THA,Perlis,417388,272428,144960
2022,THA,Pulau Pinang,12914,5561,7353
2022,THA,Sabah,996,307,689
2022,THA,Sarawak,1250,509,741
2022,THA,Selangor,76017,31242,44775
2022,THA,Terengganu,4,3,1
2022,THA,W.P. Labuan,16,9,7
2022,TJK,Johor,11,10,1
2022,TJK,Kedah,5,4,1
2022,TJK,Perlis,1,1,0
2022,TJK,Pulau Pinang,2,0,2
2022,TJK,Sabah,3,2,1
2022,TJK,Selangor,714,501,213
2022,TKL,Selangor,0,0,0
2022,TKM,Johor,15,4,11
2022,TKM,Kedah,3,1,2
2022,TKM,Kelantan,0,0,0
2022,TKM,Perlis,0,0,0
2022,TKM,Pulau Pinang,0,0,0
2022,TKM,Sabah,1,1,0
2022,TKM,Sarawak,0,0,0
2022,TKM,Selangor,490,291,199
2022,TLS,Johor,128,111,17
2022,TLS,Kedah,4,3,1
2022,TLS,Perlis,0,0,0
2022,TLS,Pulau Pinang,28,16,12
2022,TLS,Sabah,5,3,2
2022,TLS,Sarawak,9,1,8
2022,TLS,Selangor,2136,1370,766
2022,TON,Johor,5,2,3
2022,TON,Pulau Pinang,7,1,6
2022,TON,Sarawak,0,0,0
2022,TON,Selangor,66,34,32
2022,TTO,Johor,22,10,12
2022,TTO,Kedah,4,2,2
2022,TTO,Pahang,0,0,0
2022,TTO,Pulau Pinang,3,1,2
2022,TTO,Sabah,1,0,1
2022,TTO,Sarawak,9,6,3
2022,TTO,Selangor,213,139,74
2022,TUN,Johor,84,46,38
2022,TUN,Kedah,16,7,9
2022,TUN,Kelantan,5,3,2
2022,TUN,Melaka,2,1,1
2022,TUN,Perak,0,0,0
2022,TUN,Perlis,3,2,1
2022,TUN,Pulau Pinang,24,18,6
2022,TUN,Sabah,6,4,2
2022,TUN,Sarawak,5,1,4
2022,TUN,Selangor,3047,1574,1473
2022,TUN,W.P. Labuan,0,0,0
2022,TUR,Johor,1608,1119,489
2022,TUR,Kedah,145,97,48
2022,TUR,Kelantan,16,15,1
2022,TUR,Melaka,1,1,0
2022,TUR,Negeri Sembilan,5,4,1
2022,TUR,Pahang,0,0,0
2022,TUR,Perak,8,7,1
2022,TUR,Perlis,66,51,15
2022,TUR,Pulau Pinang,157,100,57
2022,TUR,Sabah,33,22,11
2022,TUR,Sarawak,99,67,32
2022,TUR,Selangor,7079,5035,2044
2022,TUR,W.P. Labuan,0,0,0
2022,TUV,Selangor,1,0,1
2022,TWN,Johor,20908,8903,12005
2022,TWN,Kedah,461,236,225
2022,TWN,Kelantan,4,3,1
2022,TWN,Melaka,3,2,1
2022,TWN,Negeri Sembilan,3,1,2
2022,TWN,Pahang,9,6,3
2022,TWN,Perak,210,103,107
2022,TWN,Perlis,55,34,21
2022,TWN,Pulau Pinang,5383,3183,2200
2022,TWN,Sabah,843,398,445
2022,TWN,Sarawak,1017,478,539
2022,TWN,Selangor,30014,16205,13809
2022,TWN,W.P. Labuan,7,5,2
2022,TZA,Johor,87,48,39
2022,TZA,Kedah,0,0,0
2022,TZA,Perak,1,1,0
2022,TZA,Perlis,0,0,0
2022,TZA,Pulau Pinang,1,1,0
2022,TZA,Sabah,3,2,1
2022,TZA,Sarawak,4,4,0
2022,TZA,Selangor,1061,532,529
2022,UGA,Johor,69,40,29
2022,UGA,Kedah,10,4,6
2022,UGA,Perak,2,1,1
2022,UGA,Perlis,8,5,3
2022,UGA,Pulau Pinang,5,1,4
2022,UGA,Sabah,6,3,3
2022,UGA,Sarawak,0,0,0
2022,UGA,Selangor,584,298,286
2022,UKR,Johor,705,415,290
2022,UKR,Kedah,161,70,91
2022,UKR,Kelantan,12,5,7
2022,UKR,Melaka,11,11,0
2022,UKR,Negeri Sembilan,0,0,0
2022,UKR,Pahang,6,3,3
2022,UKR,Perak,3,2,1
2022,UKR,Perlis,96,41,55
2022,UKR,Pulau Pinang,150,60,90
2022,UKR,Sabah,34,18,16
2022,UKR,Sarawak,17,10,7
2022,UKR,Selangor,4235,2220,2015
2022,UKR,W.P. Labuan,2,0,2
2022,URY,Johor,63,22,41
2022,URY,Kedah,9,5,4
2022,URY,Kelantan,0,0,0
2022,URY,Perak,2,1,1
2022,URY,Perlis,0,0,0
2022,URY,Pulau Pinang,2,0,2
2022,URY,Sabah,3,3,0
2022,URY,Sarawak,2,1,1
2022,URY,Selangor,201,102,99
2022,URY,W.P. Labuan,0,0,0
2022,USA,Johor,25257,15563,9694
2022,USA,Kedah,2273,1286,987
2022,USA,Kelantan,54,39,15
2022,USA,Melaka,25,17,8
2022,USA,Negeri Sembilan,3,3,0
2022,USA,Pahang,26,17,9
2022,USA,Perak,683,376,307
2022,USA,Perlis,436,294,142
2022,USA,Pulau Pinang,10816,6761,4055
2022,USA,Sabah,2049,1148,901
2022,USA,Sarawak,1654,932,722
2022,USA,Selangor,83224,50103,33121
2022,USA,Terengganu,1,1,0
2022,USA,W.P. Labuan,35,27,8
2022,UZB,Johor,395,257,138
2022,UZB,Kedah,85,43,42
2022,UZB,Kelantan,0,0,0
2022,UZB,Perak,1,1,0
2022,UZB,Perlis,18,9,9
2022,UZB,Pulau Pinang,47,16,31
2022,UZB,Sabah,204,192,12
2022,UZB,Sarawak,4,3,1
2022,UZB,Selangor,5520,3235,2285
2022,VAT,Johor,5,4,1
2022,VAT,Sarawak,1,1,0
2022,VAT,Selangor,4,4,0
2022,VCT,Johor,1,1,0
2022,VCT,Kedah,0,0,0
2022,VCT,Pulau Pinang,0,0,0
2022,VCT,Sarawak,0,0,0
2022,VCT,Selangor,8,5,3
2022,VEN,Johor,65,38,27
2022,VEN,Kedah,5,2,3
2022,VEN,Kelantan,0,0,0
2022,VEN,Melaka,0,0,0
2022,VEN,Perak,0,0,0
2022,VEN,Perlis,0,0,0
2022,VEN,Pulau Pinang,6,2,4
2022,VEN,Sabah,5,3,2
2022,VEN,Sarawak,27,15,12
2022,VEN,Selangor,422,252,170
2022,VEN,W.P. Labuan,0,0,0
2022,VNM,Johor,92602,29578,63024
2022,VNM,Kedah,1772,272,1500
2022,VNM,Kelantan,61,44,17
2022,VNM,Melaka,3,0,3
2022,VNM,Negeri Sembilan,0,0,0
2022,VNM,Pahang,4,4,0
2022,VNM,Perak,632,56,576
2022,VNM,Perlis,1048,112,936
2022,VNM,Pulau Pinang,9222,2532,6690
2022,VNM,Sabah,151,50,101
2022,VNM,Sarawak,661,114,547
2022,VNM,Selangor,93955,31797,62158
2022,VNM,Terengganu,1,1,0
2022,VNM,W.P. Labuan,10,5,5
2022,VUT,Johor,170,117,53
2022,VUT,Kedah,4,4,0
2022,VUT,Pulau Pinang,14,11,3
2022,VUT,Sabah,5,4,1
2022,VUT,Sarawak,0,0,0
2022,VUT,Selangor,307,251,56
2022,WSM,Johor,4,4,0
2022,WSM,Sarawak,0,0,0
2022,WSM,Selangor,28,15,13
2022,XXX,Johor,1195,714,481
2022,XXX,Kedah,47,24,23
2022,XXX,Kelantan,2,0,2
2022,XXX,Melaka,0,0,0
2022,XXX,Pahang,0,0,0
2022,XXX,Perak,10,8,2
2022,XXX,Perlis,18,13,5
2022,XXX,Pulau Pinang,197,122,75
2022,XXX,Sabah,48,27,21
2022,XXX,Sarawak,123,92,31
2022,XXX,Selangor,2394,1430,964
2022,XXX,W.P. Labuan,4,4,0
2022,YEM,Johor,273,196,77
2022,YEM,Kedah,23,17,6
2022,YEM,Kelantan,5,5,0
2022,YEM,Melaka,10,6,4
2022,YEM,Pahang,1,1,0
2022,YEM,Perak,4,2,2
2022,YEM,Perlis,16,15,1
2022,YEM,Pulau Pinang,23,20,3
2022,YEM,Sabah,5,5,0
2022,YEM,Sarawak,17,13,4
2022,YEM,Selangor,11121,7554,3567
2022,YEM,W.P. Labuan,1,1,0
2022,ZAF,Johor,1893,1156,737
2022,ZAF,Kedah,207,110,97
2022,ZAF,Kelantan,3,2,1
2022,ZAF,Melaka,6,4,2
2022,ZAF,Pahang,2,2,0
2022,ZAF,Perak,18,12,6
2022,ZAF,Perlis,68,43,25
2022,ZAF,Pulau Pinang,336,192,144
2022,ZAF,Sabah,129,68,61
2022,ZAF,Sarawak,559,273,286
2022,ZAF,Selangor,7041,4078,2963
2022,ZAF,Terengganu,0,0,0
2022,ZAF,W.P. Labuan,23,10,13
2022,ZAR,Selangor,1,0,1
2022,ZMB,Johor,18,14,4
2022,ZMB,Kedah,1,0,1
2022,ZMB,Perak,2,0,2
2022,ZMB,Perlis,0,0,0
2022,ZMB,Pulau Pinang,4,2,2
2022,ZMB,Sabah,2,2,0
2022,ZMB,Sarawak,4,2,2
2022,ZMB,Selangor,398,230,168
2022,ZWE,Johor,82,34,48
2022,ZWE,Kedah,6,3,3
2022,ZWE,Kelantan,1,0,1
2022,ZWE,Perak,0,0,0
2022,ZWE,Perlis,1,0,1
2022,ZWE,Pulau Pinang,13,4,9
2022,ZWE,Sabah,3,1,2
2022,ZWE,Sarawak,7,3,4
2022,ZWE,Selangor,924,417,507
2023,ABW,Kedah,0,0,0
2023,ABW,Pulau Pinang,0,0,0
2023,AFG,Johor,12,12,0
2023,AFG,Kedah,4,4,0
2023,AFG,Perlis,4,4,0
2023,AFG,Pulau Pinang,2,1,1
2023,AFG,Sarawak,5,5,0
2023,AFG,Selangor,657,488,169
2023,AGO,Johor,5,2,3
2023,AGO,Kedah,2,2,0
2023,AGO,Sabah,0,0,0
2023,AGO,Selangor,71,56,15
2023,AIA,Selangor,1,1,0
2023,ALB,Johor,203,162,41
2023,ALB,Kedah,18,11,7
2023,ALB,Perak,1,1,0
2023,ALB,Perlis,2,1,1
2023,ALB,Pulau Pinang,9,5,4
2023,ALB,Sabah,3,1,2
2023,ALB,Sarawak,4,4,0
2023,ALB,Selangor,387,237,150
2023,AND,Johor,8,3,5
2023,AND,Kedah,2,0,2
2023,AND,Perlis,0,0,0
2023,AND,Pulau Pinang,9,6,3
2023,AND,Selangor,69,38,31
2023,ANT,Selangor,0,0,0
2023,ARE,Johor,352,206,146
2023,ARE,Kedah,140,105,35
2023,ARE,Kelantan,2,2,0
2023,ARE,Perak,0,0,0
2023,ARE,Perlis,9,7,2
2023,ARE,Pulau Pinang,41,22,19
2023,ARE,Sabah,1,1,0
2023,ARE,Sarawak,3,3,0
2023,ARE,Selangor,7927,4454,3473
2023,ARG,Johor,916,553,363
2023,ARG,Kedah,579,276,303
2023,ARG,Kelantan,7,3,4
2023,ARG,Melaka,4,3,1
2023,ARG,Perak,7,5,2
2023,ARG,Perlis,53,26,27
2023,ARG,Pulau Pinang,103,56,47
2023,ARG,Sabah,17,11,6
2023,ARG,Sarawak,21,18,3
2023,ARG,Selangor,4452,2393,2059
2023,ARG,W.P. Labuan,3,1,2
2023,ARM,Johor,72,25,47
2023,ARM,Kedah,23,9,14
2023,ARM,Kelantan,1,1,0
2023,ARM,Perak,0,0,0
2023,ARM,Perlis,1,1,0
2023,ARM,Pulau Pinang,26,8,18
2023,ARM,Sabah,5,3,2
2023,ARM,Sarawak,2,2,0
2023,ARM,Selangor,969,411,558
2023,ATA,Selangor,2,1,1
2023,ATG,Johor,75,55,20
2023,ATG,Kedah,5,2,3
2023,ATG,Pulau Pinang,2,0,2
2023,ATG,Sabah,1,0,1
2023,ATG,Sarawak,1,1,0
2023,ATG,Selangor,192,128,64
2023,AUS,Johor,64433,37344,27089
2023,AUS,Kedah,7713,4178,3535
2023,AUS,Kelantan,107,76,31
2023,AUS,Melaka,22,15,7
2023,AUS,Negeri Sembilan,12,12,0
2023,AUS,Pahang,244,140,104
2023,AUS,Perak,2799,1463,1336
2023,AUS,Perlis,1137,723,414
2023,AUS,Pulau Pinang,24370,12993,11377
2023,AUS,Sabah,4042,2084,1958
2023,AUS,Sarawak,7285,4044,3241
2023,AUS,Selangor,296808,169595,127213
2023,AUS,Terengganu,5,4,1
2023,AUS,W.P. Labuan,119,83,36
2023,AUT,Johor,2149,1400,749
2023,AUT,Kedah,943,500,443
2023,AUT,Kelantan,42,35,7
2023,AUT,Melaka,5,4,1
2023,AUT,Negeri Sembilan,2,1,1
2023,AUT,Pahang,2,2,0
2023,AUT,Perak,23,18,5
2023,AUT,Perlis,158,97,61
2023,AUT,Pulau Pinang,946,646,300
2023,AUT,Sabah,106,65,41
2023,AUT,Sarawak,213,127,86
2023,AUT,Selangor,9762,5929,3833
2023,AUT,Terengganu,0,0,0
2023,AUT,W.P. Labuan,7,7,0
2023,AZE,Johor,67,40,27
2023,AZE,Kedah,32,20,12
2023,AZE,Kelantan,2,2,0
2023,AZE,Melaka,0,0,0
2023,AZE,Perlis,1,1,0
2023,AZE,Pulau Pinang,11,6,5
2023,AZE,Sabah,1,1,0
2023,AZE,Sarawak,25,10,15
2023,AZE,Selangor,1558,843,715
2023,AZE,W.P. Labuan,15,15,0
2023,BDI,Pulau Pinang,2,0,2
2023,BDI,Sarawak,1,1,0
2023,BDI,Selangor,79,31,48
2023,BEL,Johor,3253,2004,1249
2023,BEL,Kedah,1016,538,478
2023,BEL,Kelantan,26,19,7
2023,BEL,Melaka,6,3,3
2023,BEL,Negeri Sembilan,1,0,1
2023,BEL,Pahang,15,10,5
2023,BEL,Perak,38,17,21
2023,BEL,Perlis,211,126,85
2023,BEL,Pulau Pinang,755,521,234
2023,BEL,Sabah,188,112,76
2023,BEL,Sarawak,301,165,136
2023,BEL,Selangor,15199,9010,6189
2023,BEL,W.P. Labuan,11,7,4
2023,BEN,Johor,12,11,1
2023,BEN,Kedah,5,1,4
2023,BEN,Perak,1,1,0
2023,BEN,Pulau Pinang,1,1,0
2023,BEN,Sabah,3,3,0
2023,BEN,Sarawak,3,2,1
2023,BEN,Selangor,134,95,39
2023,BFA,Johor,2,2,0
2023,BFA,Perak,0,0,0
2023,BFA,Pulau Pinang,3,3,0
2023,BFA,Selangor,87,77,10
2023,BGD,Johor,40640,34406,6234
2023,BGD,Kedah,1066,639,427
2023,BGD,Kelantan,24,24,0
2023,BGD,Melaka,1,1,0
2023,BGD,Negeri Sembilan,0,0,0
2023,BGD,Pahang,7,5,2
2023,BGD,Perak,55,43,12
2023,BGD,Perlis,46,41,5
2023,BGD,Pulau Pinang,5770,5502,268
2023,BGD,Sabah,46,32,14
2023,BGD,Sarawak,565,451,114
2023,BGD,Selangor,587217,565144,22073
2023,BGD,W.P. Labuan,108,102,6
2023,BGR,Johor,488,274,214
2023,BGR,Kedah,147,79,68
2023,BGR,Kelantan,4,2,2
2023,BGR,Pahang,0,0,0
2023,BGR,Perak,4,1,3
2023,BGR,Perlis,16,11,5
2023,BGR,Pulau Pinang,115,75,40
2023,BGR,Sabah,32,16,16
2023,BGR,Sarawak,21,16,5
2023,BGR,Selangor,2802,1497,1305
2023,BGR,W.P. Labuan,1,0,1
2023,BHR,Johor,223,107,116
2023,BHR,Kedah,26,15,11
2023,BHR,Kelantan,3,2,1
2023,BHR,Perlis,9,9,0
2023,BHR,Pulau Pinang,30,19,11
2023,BHR,Sabah,0,0,0
2023,BHR,Sarawak,5,4,1
2023,BHR,Selangor,2484,1364,1120
2023,BHS,Johor,13,7,6
2023,BHS,Kedah,5,3,2
2023,BHS,Perak,0,0,0
2023,BHS,Sabah,0,0,0
2023,BHS,Sarawak,0,0,0
2023,BHS,Selangor,101,56,45
2023,BIH,Johor,110,61,49
2023,BIH,Kedah,11,6,5
2023,BIH,Perlis,3,3,0
2023,BIH,Pulau Pinang,16,11,5
2023,BIH,Sabah,5,2,3
2023,BIH,Sarawak,13,13,0
2023,BIH,Selangor,646,378,268
2023,BLR,Johor,188,67,121
2023,BLR,Kedah,165,81,84
2023,BLR,Kelantan,24,14,10
2023,BLR,Pahang,0,0,0
2023,BLR,Perak,1,0,1
2023,BLR,Perlis,21,11,10
2023,BLR,Pulau Pinang,89,42,47
2023,BLR,Sabah,23,8,15
2023,BLR,Sarawak,32,11,21
2023,BLR,Selangor,4573,2164,2409
2023,BLR,W.P. Labuan,0,0,0
2023,BLZ,Johor,39,14,25
2023,BLZ,Pulau Pinang,4,3,1
2023,BLZ,Sarawak,1,1,0
2023,BLZ,Selangor,96,55,41
2023,BMU,Selangor,1,0,1
2023,BOL,Johor,46,28,18
2023,BOL,Kedah,7,1,6
2023,BOL,Melaka,2,2,0
2023,BOL,Perak,0,0,0
2023,BOL,Perlis,1,1,0
2023,BOL,Pulau Pinang,8,3,5
2023,BOL,Sabah,4,3,1
2023,BOL,Sarawak,8,4,4
2023,BOL,Selangor,547,300,247
2023,BRA,Johor,3063,1773,1290
2023,BRA,Kedah,805,391,414
2023,BRA,Kelantan,8,6,2
2023,BRA,Melaka,9,7,2
2023,BRA,Pahang,9,6,3
2023,BRA,Perak,38,23,15
2023,BRA,Perlis,83,42,41
2023,BRA,Pulau Pinang,323,193,130
2023,BRA,Sabah,103,61,42
2023,BRA,Sarawak,112,70,42
2023,BRA,Selangor,10581,6018,4563
2023,BRA,W.P. Labuan,5,4,1
2023,BRB,Johor,19,7,12
2023,BRB,Kedah,1,1,0
2023,BRB,Perlis,0,0,0
2023,BRB,Pulau Pinang,2,0,2
2023,BRB,Selangor,67,37,30
2023,BRN,Johor,6779,3508,3271
2023,BRN,Kedah,399,198,201
2023,BRN,Kelantan,132,74,58
2023,BRN,Melaka,20,11,9
2023,BRN,Pahang,1,1,0
2023,BRN,Perak,47,29,18
2023,BRN,Perlis,364,183,181
2023,BRN,Pulau Pinang,212,100,112
2023,BRN,Sabah,9525,4113,5412
2023,BRN,Sarawak,1016382,558877,457505
2023,BRN,Selangor,63227,31054,32173
2023,BRN,W.P. Labuan,16137,10517,5620
2023,BTN,Johor,127,89,38
2023,BTN,Kedah,4,4,0
2023,BTN,Perak,1,1,0
2023,BTN,Perlis,5,2,3
2023,BTN,Pulau Pinang,22,19,3
2023,BTN,Sabah,2,2,0
2023,BTN,Sarawak,2,2,0
2023,BTN,Selangor,510,337,173
2023,BVT,Selangor,1,0,1
2023,BWA,Johor,21,13,8
2023,BWA,Kedah,6,4,2
2023,BWA,Perlis,1,1,0
2023,BWA,Pulau Pinang,1,1,0
2023,BWA,Sabah,0,0,0
2023,BWA,Sarawak,2,2,0
2023,BWA,Selangor,199,71,128
2023,CAF,Kedah,1,0,1
2023,CAF,Selangor,7,4,3
2023,CAN,Johor,17349,9725,7624
2023,CAN,Kedah,2585,1395,1190
2023,CAN,Kelantan,47,32,15
2023,CAN,Melaka,10,6,4
2023,CAN,Negeri Sembilan,1,1,0
2023,CAN,Pahang,32,23,9
2023,CAN,Perak,484,257,227
2023,CAN,Perlis,598,355,243
2023,CAN,Pulau Pinang,6268,3410,2858
2023,CAN,Sabah,1511,772,739
2023,CAN,Sarawak,3929,2152,1777
2023,CAN,Selangor,51883,29718,22165
2023,CAN,Terengganu,5,5,0
2023,CAN,W.P. Labuan,66,45,21
2023,CCK,Selangor,0,0,0
2023,CHE,Johor,4940,2881,2059
2023,CHE,Kedah,1872,989,883
2023,CHE,Kelantan,34,24,10
2023,CHE,Melaka,6,2,4
2023,CHE,Negeri Sembilan,5,2,3
2023,CHE,Pahang,35,22,13
2023,CHE,Perak,63,42,21
2023,CHE,Perlis,376,221,155
2023,CHE,Pulau Pinang,1612,1001,611
2023,CHE,Sabah,344,189,155
2023,CHE,Sarawak,461,231,230
2023,CHE,Selangor,16830,9978,6852
2023,CHE,W.P. Labuan,15,10,5
2023,CHL,Johor,366,195,171
2023,CHL,Kedah,190,95,95
2023,CHL,Kelantan,7,4,3
2023,CHL,Melaka,0,0,0
2023,CHL,Pahang,4,1,3
2023,CHL,Perak,1,1,0
2023,CHL,Perlis,53,34,19
2023,CHL,Pulau Pinang,81,47,34
2023,CHL,Sabah,26,11,15
2023,CHL,Sarawak,17,13,4
2023,CHL,Selangor,2765,1403,1362
2023,CHN,Johor,492265,213854,278411
2023,CHN,Kedah,13060,5733,7327
2023,CHN,Kelantan,107,60,47
2023,CHN,Melaka,25,19,6
2023,CHN,Negeri Sembilan,5,4,1
2023,CHN,Pahang,396,210,186
2023,CHN,Perak,2838,1246,1592
2023,CHN,Perlis,1456,704,752
2023,CHN,Pulau Pinang,88726,46840,41886
2023,CHN,Sabah,66427,31561,34866
2023,CHN,Sarawak,11088,5546,5542
2023,CHN,Selangor,984675,504448,480227
2023,CHN,Terengganu,1,1,0
2023,CHN,W.P. Labuan,650,563,87
2023,CIV,Johor,17,12,5
2023,CIV,Kedah,0,0,0
2023,CIV,Pulau Pinang,2,0,2
2023,CIV,Sabah,0,0,0
2023,CIV,Sarawak,0,0,0
2023,CIV,Selangor,287,208,79
2023,CMR,Johor,15,15,0
2023,CMR,Kedah,8,5,3
2023,CMR,Pulau Pinang,7,5,2
2023,CMR,Sabah,3,3,0
2023,CMR,Sarawak,1,1,0
2023,CMR,Selangor,326,228,98
2023,COD,Johor,22,22,0
2023,COD,Pulau Pinang,0,0,0
2023,COD,Sarawak,2,1,1
2023,COD,Selangor,147,102,45
2023,COG,Johor,0,0,0
2023,COG,Kedah,0,0,0
2023,COG,Selangor,55,39,16
2023,COK,Selangor,1,1,0
2023,COL,Johor,346,178,168
2023,COL,Kedah,33,14,19
2023,COL,Perak,2,1,1
2023,COL,Perlis,1,1,0
2023,COL,Pulau Pinang,53,24,29
2023,COL,Sabah,13,4,9
2023,COL,Sarawak,25,18,7
2023,COL,Selangor,2385,1255,1130
2023,COL,W.P. Labuan,1,1,0
2023,COM,Johor,19,6,13
2023,COM,Kedah,2,2,0
2023,COM,Selangor,228,135,93
2023,CPV,Johor,3,0,3
2023,CPV,Kedah,2,2,0
2023,CPV,Pulau Pinang,0,0,0
2023,CPV,Sabah,1,1,0
2023,CPV,Selangor,26,12,14
2023,CRI,Johor,163,97,66
2023,CRI,Kedah,13,6,7
2023,CRI,Perak,0,0,0
2023,CRI,Perlis,0,0,0
2023,CRI,Pulau Pinang,75,51,24
2023,CRI,Sabah,12,9,3
2023,CRI,Sarawak,5,5,0
2023,CRI,Selangor,654,372,282
2023,CUB,Johor,51,36,15
2023,CUB,Kedah,3,1,2
2023,CUB,Perlis,0,0,0
2023,CUB,Pulau Pinang,6,4,2
2023,CUB,Sabah,3,2,1
2023,CUB,Sarawak,0,0,0
2023,CUB,Selangor,270,146,124
2023,CYP,Johor,133,79,54
2023,CYP,Kedah,24,12,12
2023,CYP,Perak,0,0,0
2023,CYP,Perlis,3,2,1
2023,CYP,Pulau Pinang,21,14,7
2023,CYP,Sabah,9,4,5
2023,CYP,Sarawak,12,3,9
2023,CYP,Selangor,904,579,325
2023,CZE,Johor,1365,779,586
2023,CZE,Kedah,988,506,482
2023,CZE,Kelantan,19,10,9
2023,CZE,Melaka,0,0,0
2023,CZE,Negeri Sembilan,0,0,0
2023,CZE,Perak,12,7,5
2023,CZE,Perlis,73,44,29
2023,CZE,Pulau Pinang,256,149,107
2023,CZE,Sabah,144,89,55
2023,CZE,Sarawak,164,93,71
2023,CZE,Selangor,6672,3866,2806
2023,CZE,W.P. Labuan,35,17,18
2023,DEU,Johor,27672,16968,10704
2023,DEU,Kedah,10391,5365,5026
2023,DEU,Kelantan,161,111,50
2023,DEU,Melaka,50,31,19
2023,DEU,Negeri Sembilan,9,6,3
2023,DEU,Pahang,103,66,37
2023,DEU,Perak,370,237,133
2023,DEU,Perlis,1592,956,636
2023,DEU,Pulau Pinang,8634,5930,2704
2023,DEU,Sabah,1318,792,526
2023,DEU,Sarawak,2650,1553,1097
2023,DEU,Selangor,91661,54821,36840
2023,DEU,Terengganu,1,1,0
2023,DEU,W.P. Labuan,105,67,38
2023,DJI,Johor,3,3,0
2023,DJI,Selangor,139,80,59
2023,DMA,Johor,82,70,12
2023,DMA,Kedah,2,2,0
2023,DMA,Pulau Pinang,7,6,1
2023,DMA,Sabah,1,0,1
2023,DMA,Sarawak,7,4,3
2023,DMA,Selangor,506,389,117
2023,DMA,W.P. Labuan,0,0,0
2023,DNK,Johor,3453,2414,1039
2023,DNK,Kedah,1466,735,731
2023,DNK,Kelantan,17,14,3
2023,DNK,Melaka,8,5,3
2023,DNK,Negeri Sembilan,7,5,2
2023,DNK,Pahang,6,4,2
2023,DNK,Perak,41,22,19
2023,DNK,Perlis,170,114,56
2023,DNK,Pulau Pinang,731,492,239
2023,DNK,Sabah,362,185,177
2023,DNK,Sarawak,231,128,103
2023,DNK,Selangor,12579,7377,5202
2023,DNK,W.P. Labuan,9,2,7
2023,DOM,Johor,27,13,14
2023,DOM,Kedah,3,0,3
2023,DOM,Perak,0,0,0
2023,DOM,Perlis,0,0,0
2023,DOM,Pulau Pinang,17,6,11
2023,DOM,Sabah,4,1,3
2023,DOM,Sarawak,1,0,1
2023,DOM,Selangor,341,183,158
2023,DZA,Johor,438,278,160
2023,DZA,Kedah,42,36,6
2023,DZA,Kelantan,2,2,0
2023,DZA,Melaka,0,0,0
2023,DZA,Perak,3,2,1
2023,DZA,Perlis,14,11,3
2023,DZA,Pulau Pinang,24,16,8
2023,DZA,Sabah,15,9,6
2023,DZA,Sarawak,51,46,5
2023,DZA,Selangor,11224,6702,4522
2023,DZA,W.P. Labuan,1,1,0
2023,ECU,Johor,143,74,69
2023,ECU,Kedah,16,4,12
2023,ECU,Perak,0,0,0
2023,ECU,Perlis,4,1,3
2023,ECU,Pulau Pinang,24,9,15
2023,ECU,Sabah,7,4,3
2023,ECU,Sarawak,0,0,0
2023,ECU,Selangor,846,424,422
2023,EGY,Johor,2564,2077,487
2023,EGY,Kedah,86,58,28
2023,EGY,Kelantan,15,9,6
2023,EGY,Melaka,6,6,0
2023,EGY,Pahang,2,2,0
2023,EGY,Perak,7,4,3
2023,EGY,Perlis,17,11,6
2023,EGY,Pulau Pinang,127,101,26
2023,EGY,Sabah,47,40,7
2023,EGY,Sarawak,1381,934,447
2023,EGY,Selangor,21409,14497,6912
2023,EGY,Terengganu,2,2,0
2023,EGY,W.P. Labuan,6,5,1
2023,ERI,Johor,6,2,4
2023,ERI,Pulau Pinang,2,1,1
2023,ERI,Sabah,0,0,0
2023,ERI,Selangor,209,117,92
2023,ESP,Johor,6644,3946,2698
2023,ESP,Kedah,1989,1021,968
2023,ESP,Kelantan,67,40,27
2023,ESP,Melaka,6,5,1
2023,ESP,Negeri Sembilan,3,3,0
2023,ESP,Pahang,8,5,3
2023,ESP,Perak,73,38,35
2023,ESP,Perlis,258,166,92
2023,ESP,Pulau Pinang,1502,835,667
2023,ESP,Sabah,373,215,158
2023,ESP,Sarawak,676,423,253
2023,ESP,Selangor,37236,20413,16823
2023,ESP,W.P. Labuan,37,20,17
2023,EST,Johor,399,218,181
2023,EST,Kedah,382,195,187
2023,EST,Kelantan,7,2,5
2023,EST,Pahang,1,1,0
2023,EST,Perak,0,0,0
2023,EST,Perlis,30,13,17
